state,dates,cum_positive_cases,daily_tests,cum_tests,test_per_million,daily_tests_per_million,population,Male literacy rate %,Female literacy rate %,Average literacy rate %,area,GDP,per capita in,Female to Male ratio,Hindu,Muslim,Christian,Sikhs,Buddhist,Others,density,primary_health_centers,community_health_centers,sub_district_hospitals,district_hospitals,public_health_facilities,public_beds,rural_hospitals,rural_beds,urban_hospitals,urban_beds,Collection Site,Government Laboratory,Private Laboratory,target
Tamil Nadu,04/08/2020,268285,55122,2892395,37157.60433,708.1333864,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,273460
Tamil Nadu,05/08/2020,273460,61166,2953561,37943.38291,785.7785768,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,279144
Tamil Nadu,06/08/2020,279144,67153,3020714,38806.07442,862.6915078,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,285024
Tamil Nadu,07/08/2020,285024,67352,3088066,39671.32241,865.2479924,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,290907
Tamil Nadu,08/08/2020,290907,67553,3155619,40539.15258,867.8301703,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,296901
Tamil Nadu,09/08/2020,296901,70186,3225805,41440.808,901.6554163,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,302815
Tamil Nadu,10/08/2020,302815,67153,3292958,42303.4995,862.6915078,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,308649
Tamil Nadu,11/08/2020,308649,67492,3360450,43170.54603,867.0465243,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,314520
Tamil Nadu,12/08/2020,314520,71575,3432025,44090.04545,919.4994218,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,320355
Tamil Nadu,13/08/2020,320355,67275,3499300,44954.30425,864.2587999,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,326245
Tamil Nadu,14/08/2020,326245,70153,3569453,45855.53573,901.2314766,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,332105
Tamil Nadu,15/08/2020,332105,71343,3640796,46772.05473,916.5189976,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,338055
Tamil Nadu,16/08/2020,338055,70450,3711246,47677.10166,905.0469335,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,343945
Tamil Nadu,17/08/2020,343945,67532,3778778,48544.66205,867.5603906,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,349654
Tamil Nadu,18/08/2020,349654,67025,3845803,49405.70919,861.0471358,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,355449
Tamil Nadu,19/08/2020,355449,67720,3913523,50275.68475,869.9755619,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,361435
Tamil Nadu,20/08/2020,361435,75076,3988599,51240.16031,964.4755654,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,367430
Tamil Nadu,21/08/2020,367430,74344,4062943,52195.23213,955.071813,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,373410
Tamil Nadu,22/08/2020,373410,73547,4136490,53140.06515,944.833028,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,379385
Tamil Nadu,23/08/2020,379385,70127,4206617,54040.96262,900.8974636,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,385352
Tamil Nadu,24/08/2020,385352,70023,4276640,54940.52403,899.5614113,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,391303
Tamil Nadu,25/08/2020,391303,70221,4346861,55842.62908,902.1050492,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,397261
Tamil Nadu,26/08/2020,397261,75500,4422361,56812.55163,969.9225476,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,403242
Tamil Nadu,27/08/2020,403242,76345,4498706,57793.3296,980.7779722,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,409238
Tamil Nadu,28/08/2020,409238,75103,4573809,58758.15202,964.8224251,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,415590
Tamil Nadu,29/08/2020,415590,80988,4654797,59798.57702,1040.424997,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,422085
Tamil Nadu,30/08/2020,422085,83250,4738047,60868.06115,1069.484134,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,428041
Tamil Nadu,31/08/2020,428041,75100,4813147,61832.84504,964.7838851,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,433969
Tamil Nadu,01/09/2020,433969,75165,4888312,62798.46396,965.6189178,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,439959
Tamil Nadu,02/09/2020,439959,75829,4964141,63772.61305,974.1490975,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,445851
Tamil Nadu,03/09/2020,445851,82901,5047042,64837.6137,1065.000651,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,451827
Tamil Nadu,04/09/2020,451827,83699,5130741,65912.86599,1075.252282,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,457697
Tamil Nadu,05/09/2020,457697,81793,5212534,66963.63254,1050.766555,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,463480
Tamil Nadu,06/09/2020,463480,85974,5298508,68068.11097,1104.478425,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,469256
Tamil Nadu,07/09/2020,469256,80503,5379011,69102.30534,1034.194369,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,474940
Tamil Nadu,08/09/2020,474940,83266,5462277,70171.99502,1069.68968,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,480524
Tamil Nadu,09/09/2020,480524,82573,5544850,71232.78196,1060.786947,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,486052
Tamil Nadu,10/09/2020,486052,85473,5630323,72330.82421,1098.042251,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,491571
Tamil Nadu,11/09/2020,491571,84893,5715216,73421.4154,1090.59119,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,497066
Tamil Nadu,12/09/2020,497066,88562,5803778,74559.14098,1137.725572,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,502759
Tamil Nadu,13/09/2020,502759,84308,5888086,75642.21687,1083.075896,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,508511
Tamil Nadu,14/09/2020,508511,80123,5968209,76671.52951,1029.31264,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,514208
Tamil Nadu,15/09/2020,514208,80623,6048832,77707.26548,1035.735968,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,519860
Tamil Nadu,16/09/2020,519860,84567,6133399,78793.66866,1086.40318,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,525420
Tamil Nadu,17/09/2020,525420,84524,6217923,79879.51943,1085.850774,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,530908
Tamil Nadu,18/09/2020,530908,85543,6303466,80978.46095,1098.941516,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,536477
Tamil Nadu,19/09/2020,536477,85117,6388583,82071.92979,1093.468841,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,541993
Tamil Nadu,20/09/2020,541993,86073,6474656,83177.68003,1105.750244,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,547337
Tamil Nadu,21/09/2020,547337,80672,6555328,84214.04549,1036.365454,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,552674
Tamil Nadu,22/09/2020,552674,84730,6640058,85302.54267,1088.497185,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,557999
Tamil Nadu,23/09/2020,557999,84979,6725037,86394.23868,1091.696002,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,563691
Tamil Nadu,24/09/2020,563691,90607,6815644,87558.23566,1163.996984,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,569370
Tamil Nadu,25/09/2020,569370,94877,6910521,88777.08787,1218.852206,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,575017
Tamil Nadu,26/09/2020,575017,94037,7004558,89985.14888,1208.061015,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,580808
Tamil Nadu,27/09/2020,580808,96102,7100660,91219.73824,1234.58936,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,586397
Tamil Nadu,28/09/2020,586397,80465,7181125,92253.44444,1033.706196,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,591943
Tamil Nadu,29/09/2020,591943,85997,7267122,93358.21833,1104.773898,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,597602
Tamil Nadu,30/09/2020,597602,86928,7354050,94474.95247,1116.734135,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,603290
Tamil Nadu,01/10/2020,603290,87647,7441697,95600.92335,1125.970881,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,608885
Tamil Nadu,02/10/2020,608885,84991,7526688,96692.77351,1091.850162,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,614507
Tamil Nadu,03/10/2020,614507,87311,7613999,97814.42792,1121.654405,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,619996
Tamil Nadu,04/10/2020,619996,86012,7700011,98919.39452,1104.966598,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,625391
Tamil Nadu,05/10/2020,625391,82725,7782736,99982.13416,1062.739639,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,630408
Tamil Nadu,06/10/2020,630408,81128,7863864,101024.3577,1042.223529,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,635855
Tamil Nadu,07/10/2020,635855,93242,7957106,102222.2056,1197.847923,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,640943
Tamil Nadu,08/10/2020,640943,87341,8044447,103344.2454,1122.039804,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,646128
Tamil Nadu,09/10/2020,646128,97087,8141534,104591.4887,1247.243316,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,651370
Tamil Nadu,10/10/2020,651370,91191,8232725,105762.9882,1171.499431,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,656385
Tamil Nadu,11/10/2020,656385,90107,8322832,106920.5618,1157.573656,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,661264
Tamil Nadu,12/10/2020,661264,80162,8402994,107950.3755,1029.813659,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,665930
Tamil Nadu,13/10/2020,665930,85509,8488503,109048.8802,1098.50473,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,670392
Tamil Nadu,14/10/2020,670392,95538,8584041,110276.224,1227.343846,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,674802
Tamil Nadu,15/10/2020,674802,90752,8674793,111442.0838,1165.859749,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,679191
Tamil Nadu,16/10/2020,679191,91245,8766038,112614.2769,1172.19315,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,683486
Tamil Nadu,17/10/2020,683486,90242,8856280,113773.5849,1159.307954,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,687400
Tamil Nadu,18/10/2020,687400,90286,8946566,114933.4581,1159.873207,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,690936
Tamil Nadu,19/10/2020,690936,85130,9031696,116027.094,1093.635847,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,694030
Tamil Nadu,20/10/2020,694030,80371,9112067,117059.5926,1032.49861,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,697116
Tamil Nadu,21/10/2020,697116,81782,9193849,118110.2178,1050.625242,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,700193
Tamil Nadu,22/10/2020,700193,81259,9275108,119154.1243,1043.906441,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,703250
Tamil Nadu,23/10/2020,703250,81472,9356580,120200.767,1046.642779,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,706136
Tamil Nadu,24/10/2020,706136,80237,9436817,121231.5442,1030.777158,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,709005
Tamil Nadu,25/10/2020,709005,80690,9517507,122268.1409,1036.596694,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,711713
Tamil Nadu,26/10/2020,711713,72236,9589743,123196.1319,927.9910616,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,714235
Tamil Nadu,27/10/2020,714235,70687,9660430,124104.2235,908.0915911,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,716751
Tamil Nadu,28/10/2020,716751,72433,9732863,125034.7454,930.5218529,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,719403
Tamil Nadu,29/10/2020,719403,75224,9808087,126001.1223,966.3768705,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,722011
Tamil Nadu,30/10/2020,722011,77356,9885443,126994.8882,993.7659417,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,724522
Tamil Nadu,31/10/2020,724522,70767,9956210,127904.0075,909.1193236,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,727026
Tamil Nadu,01/11/2020,727026,73012,10029222,128841.9676,937.9600669,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,729507
Tamil Nadu,02/11/2020,729507,70297,10099519,129745.049,903.0813951,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,731942
Tamil Nadu,03/11/2020,731942,70398,10169917,130649.4279,904.3789074,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,734429
Tamil Nadu,04/11/2020,734429,75331,10245248,131617.1794,967.7514627,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,736777
Tamil Nadu,05/11/2020,736777,80192,10325440,132647.3784,1030.199059,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,739147
Tamil Nadu,06/11/2020,739147,80786,10406226,133685.2084,1037.829973,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,741488
Tamil Nadu,07/11/2020,741488,80112,10486338,134714.3797,1029.171326,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,743822
Tamil Nadu,08/11/2020,743822,75384,10561722,135682.812,968.4323355,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,746079
Tamil Nadu,09/11/2020,746079,75277,10636999,136649.8698,967.0577433,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,748225
Tamil Nadu,10/11/2020,748225,72257,10709256,137578.1306,928.2608414,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,750409
Tamil Nadu,11/11/2020,750409,77309,10786565,138571.2928,993.1621488,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,752521
Tamil Nadu,12/11/2020,752521,77356,10863921,139565.0587,993.7659417,77165000,87.9,77.9,82.9,130060,28.3,269000,1088,0.8758,0.0586,0.0612,0.0002,0.0002,0.004,593.3030909,1854,385,310,32,2581,72616,692,40179,525,37353,0,16,10,754460
